REG_NUMBER	COMPANY_NAME	SURNAME1	SURNAME2	CODE	SHORT_ES	LONG_ES	LONG_EN	TRADE_NAME	STREET_TYPE	STREET_NAME	STREET_NUMBER	STREET_OTHER	ZIP_CODE	TOWN	PROVINCE	PHONE	URL	COORDINATE_X	COORDINATE_Y	PRECISION	EMPLOYEES	ACTIVITY_CODE	ACTIVITY_DESCRIPTION	ACTIVITY_CODE_2	ACTIVITY_DESCRIPTION_2	ACTIVITY_CODE_3	ACTIVITY_DESCRIPTION_3	CORPORATE_PURPOSE	COD_CONFIRMED_STATUS	CONFIRMED_STATUS	CONFIRMED_STATUS_DATE	COD_TRADING_STATUS	TRADING_STATUS	TRADING_STATUS_DATE	COD_INSOLVENCY_PROCEEDINGS	INSOLVENCY_PROCEEDINGS	INSOLVENCY_PROCEEDING_DATE	INDIV_LATEST_FILED_ACCOUNTS	INDIV_LATEST_FILED_ACCOUNTS_YEAR	ACTIVITY_START_DATE	PARENT_COMPANY_REG_NUMBER	PARENT_COMPANY_NAME	PARENT_COMPANY_LEGAL_FORM	INDIC_INDIVID_BALANC_SHEET_AUDIT	INDIVIDUAL_BALANCE_SHEET_AUDITOR	OP_INDIVID_BALANC_SHEET_AUDIT
A02151868	SUMINISTROS LABORALES Y TECNICOS QUERO			20	SA	Sociedad Anónima	Public Limited Company		CALLE	PLIND CAMPOLLANO C	2		02007	ALBACETE	ALBACETE	967520135						3512	Production of electricity from renewable energy sources	4662	Wholesale trade of machine tools			La Venta Al Por Mayor De Suministros Industriales, Plasticos, Cauchos Y Productos De Proteccion Laboral, Asi Como La Importacion Y Explotacion De Dichos Productos, Y La Compraventa Y Explotacion De Toda Clase Biens Inmuebles.	02	We have confirmed that this firm is active, but it has not provided us with information.	20JUL2017							2025	06JUL2026	17-10-1991						
A02157808	SUNSET CONSULTORES			20	SA	Sociedad Anónima	Public Limited Company		CALLE	CURA	7	ENTREPLA	02001	ALBACETE	ALBACETE	967520962	http://www.scasesores.es/				9	7020	Other business management consulting activities	8299	Other business support activities n.e.c.			La Organizacion De Congresos, Seminarios Y Cursos De Formacion, Asi Como Los Servicios De Consultoria, Gestion Y Asesoramiento Integral De Empresas.	02	We have confirmed that this firm is active, but it has not provided us with information.	17APR2017							2025	06JUL2026	27-02-1992						
A02159754	PROMOCIONES ALBACETE 92			20	SA	Sociedad Anónima	Public Limited Company		CALLE	TEJARES	70	BJ	02002	ALBACETE	ALBACETE	967222608		-1.854057000	38.988539400	1		6812	Real estate development					La Compra Venta De Fincas Rusticas Y Urbanas, La Promocion, Construccion Y Compraventa De Viviendas, Locales Comerciales Y Obras En General, El Arrendamiento Y Administracion De Inmuebles Y Edificaciones De Todas Clases, Asi.	02	We have confirmed that this firm is active, but it has not provided us with information.	12NOV2006							2024	01SEP2025	01-04-1992						
A02175925	ESTUR ESTUDIO TECNICO URBANISTICO			20	SA	Sociedad Anónima	Public Limited Company		CALLE	ORENSE	8		28020	MADRID	MADRID			-3.695142800	40.448730200	1		6812	Real estate development					Calculo, Diseño Y Ejecucion De Todo Tipo De Estructuras Para Cualquier Inmueble O Edificio, Incluyendo La Compra Venta De Los Materiales Destinados A Tal Fin. La Compraventa, Promocion Y Construccion De Toda Clase De Solares.										1998	01OCT1999	01-04-1993						
A02182715	POLIGONO ROMICA			20	SA	Sociedad Anónima	Public Limited Company		CALLE	DE LA GRAN VIA DE HORTALEZA	3		28033	MADRID	MADRID	916231040		-3.659570500	40.466428400	1		6812	Real estate development					La Compra-Venta De Fincas Rusticas Y Urbanas, Su Arrendamiento, Gestion, Administracion Y Explotacion, La Promocion, Construccion, Restauraciion De Toda Clse De Fincas Rusticas Y Urbanas, Urbanizacion Y Parcelacion De Terreno.										2024	24JUN2025	14-10-1993	A08001851	ACCIONA	Public Limited Company			
A02198232	TALLERES BLYME			23	SAL	Sociedad Anónima Laboral	Labour Public Limited Company		CALLE	CAPITAN CORTES	57		02004	ALBACETE	ALBACETE	967223708		-1.867759000	38.989594000	12		9531	Repair and maintenance of motor vehicles					La Reparacion De Toda Clase De Vehiculos Automoviles, Tanto A Nivel Mecanico Como Electrico, Y La Compraventa De Vehiculos Usados O De Ocasion.	02	We have confirmed that this firm is active, but it has not provided us with information.	12NOV2006							2024	15SEP2025	14-06-1994						
A02240307	ROTULOS HELLIN			20	SA	Sociedad Anónima	Public Limited Company	APEXPRINT HELLIN	AVDA	LIBERTAD	20		02400	HELLIN	ALBACETE	967305751	http://www.apexprint-hellin.com	-1.697154200	38.512544500	1		1812	Other printing and graphic arts activities					Artes Graficas. Diseño, Composicion E Impresion De Textos O Imagenes Por Ordenador O Cualquier Otro Procedimiento, Reproduccion De Textos O Imagene5 Destinados A La Impresion. Rotulacion En General Y Servicios De Publicidad. Prestacion De Servicios De Programacion Y Comercio Al Por Menor De Articulo.	01	We have confirmed that this firm is active.	13NOV2017							2024	26SEP2025	18-12-1996						
A02302156	MECAPIGES			20	SA	Sociedad Anónima	Public Limited Company		CALLE	CRISTOBAL PEREZ PASTOR	23	2 IZ - CODIGO POSTAL	02004	ALBACETE	ALBACETE	967191600		-1.862387200	38.994558600	1		6812	Real estate development					A). La Compraventa, El Arrendamiento Y En General La Explotacion De Todos Tipo De Bienes Inmuebles. B). La Promocion, Construccion Y Rehabilitacion De Bienes Inmuebles. E). La Compraventa Y Explotacion De Fincas Rusticas En Todas Sus Formas. D). Servicios De Hosteleria Y Restauracion. E). Y La.	02	We have confirmed that this firm is active, but it has not provided us with information.	12NOV2006	4	Disolution.Other Reasons	28OCT2015	36	[APL] BANKRUPTCY SITUATION/APPROVED LIQUIDATION PLAN	15JAN2016	2013	18AUG2014	18-07-2000						
A03006897	CONSTRUCCIONES Y URBANIZACIONES SAN RAFAEL			20	SA	Sociedad Anónima	Public Limited Company	GRUPO SAN RAFAEL	CALLE	LA MAR	9		03590	ALTEA	ALICANTE	965840100	http://www.sanrafael-altea.com				1	4101	Construction of residential buildings	6812	Real estate development			A) La Promocion Y Construccion, Para Si, O Por Cuenta Ajena, De Inmuebles. B) La Realizacion De Toda Clase De Trabajos Relacionados Con El Acabado De Obras, Su Decoracion E Instalaciones, Especialmente De Carpinteria Y Fontaneria. C) La Realizacion De Cualquier Obra, Tanto Publica Como Privada. D.	01	We have confirmed that this firm is active.	26FEB2012							2024	29SEP2025	05-03-1964						
A03008059	ENRIQUE PENEDO			20	SA	Sociedad Anónima	Public Limited Company		AVDA	DOCTOR RAMON Y CAJAL	6	7º IZ	03003	ALICANTE	ALICANTE	965207621		-0.487895900	38.340499500	1	1	6820	Renting of real estate for own account					Adquisicion Y Construccion De Fincas Urbanas Para Su Explotacion En Forma De Arriendo.										2024	06OCT2025	26-01-1972						
A03010923	CERAMICA CREVILLENTINA			20	SA	Sociedad Anónima	Public Limited Company		CTRA	MURCIA-ALACANT	S/N		03330	CREVILLENT	ALICANTE			-0.831892859	38.256204110	22		0811	Quarrying of ornamental stone, limestone, gypsum, slate and other stones					Adquisicion Y Construccion De Productos Ceramicos Para La Construccion Y Tambien, La Fabricacion, Venta, Compra Y Transporte De Ceramico Para La Construccion, Tales Como El Ladrillo Comun U Ordinario Hueco, Tejas, Bovedillas, Viguetas, Casilla.										2024	22DEC2025	01-01-1962						
A03017472	MIGUEL MEDINA GOMEZ			20	SA	Sociedad Anónima	Public Limited Company		CRA	JUAN CARLOS I	21		03370	REDOVAN	ALICANTE	902181199						1105	Brewing	4639	Non-specialized wholesale trade of food, beverages and tobacco products				02	We have confirmed that this firm is active, but it has not provided us with information.	18MAY2009				17	Bankruptcy situation. Suspension Faculties	09JAN2017	2006	01NOV2007	01-01-1965						
A03020948	ALICANTINA DE CONSTRUCCION Y EDIFICIOS			20	SA	Sociedad Anónima	Public Limited Company		AVDA	MAISSONNAVE	18	6 4	03003	ALICANTE	ALICANTE	965125644		-0.490979900	38.343764800	1	1	6812	Real estate development															2024	01SEP2025	01-01-1967						
A03033479	SAICO INTAGUA DE CONSTRUCCIONES Y SERVICIOS			20	SA	Sociedad Anónima	Public Limited Company	SAICO	CALLE	ESTACION	8	BJ	03400	VILLENA	ALICANTE	965800266	http://wwwsaico.es	-0.866826600	38.631205300	21		4291	Hydraulic works	4291	Hydraulic works			A. La Construccion, Rehabilitacion, Ejecucion Completa Y Explotacion De Todo Tipo De Edificios O Edificaciones, De Instalaciones Y Cualquier Prestacion De Servicios Para Las Mismas. B. La Construccion, Terminacion Y Explotacion De Todo Tipo De Obras, De Caracter Residencial, Industrial, Comerciales,.	02	We have confirmed that this firm is active, but it has not provided us with information.	25JUL2013	4	Disolution.Other Reasons	28SEP2016				2015	10JAN2017	20-09-1972						
A03055803	VILLA LOLA			20	SA	Sociedad Anónima	Public Limited Company		LUGAR	VILLA LOLA	S/N		03660	NOVELDA	ALICANTE							4712	Other non-specialized retail trade															2024	31OCT2025	01-01-1977						
A03065745	MARYCIEL			20	SA	Sociedad Anónima	Public Limited Company		AVDA	MAISSONNAVE	41	5º	03003	ALICANTE	ALICANTE			-0.492261800	38.343202100	1		6820	Renting of real estate for own account															2024	18AUG2025	29-08-1974						
A03115052	MIGUEL PEREZ TORMO			20	SA	Sociedad Anónima	Public Limited Company																															1997	01AUG1998	01-01-1984						
A03124864	BEN LOIX			20	SA	Sociedad Anónima	Public Limited Company		AVDA	ALMIRALL BERNAT DE SARRIA	8	1 EDF EVA	03503	BENIDORM	ALICANTE	966830787		-0.110360000	38.541028000	12		5510	Hotels and similar accommodations	5510	Hotels and similar accommodations	5590	Other lodging services	La Promocion, Construccion, Urbanizacion, Alquiler, Compra Y Venta De Edificacion, Inmuebles, Chalets, Bungalows Y Demas Construcciones. La Compra, Venta, Arrendamiento Y Explotacion De Todo Tipo De Negocios Relacionados Con La Hosteleria, En Especial, Apartahoteles, Hoteles, Bares, Restaurantes, Di	02	We have confirmed that this firm is active, but it has not provided us with information.	12NOV2006							2024	17MAR2026	14-05-1983						
A03134806	OPTISA COMERCIAL			20	SA	Sociedad Anónima	Public Limited Company	OPTICA LABRADORES	PASEO	ZORRILLA	46		47006	VALLADOLID	VALLADOLID	983339561		-4.734901900	41.644579400	1		4774	Retail trade of medical and orthopedic goods						02	We have confirmed that this firm is active, but it has not provided us with information.	12NOV2006							2016	07NOV2017	16-11-1983						
A03153608	PERFILES CANDELA			20	SA	Sociedad Anónima	Public Limited Company		PTDA	BOCH 2	S/N		03330	CREVILLENT	ALICANTE	965404681						1628	Manufacture of other products of wood, articles of cork, basketware, wickerwork and plaiting materials						02	We have confirmed that this firm is active, but it has not provided us with information.	23MAY2011							2011	24AUG2012							
A03160454	HIPOR			20	SA	Sociedad Anónima	Public Limited Company															4101	Construction of residential buildings															2007	01OCT2008	22-02-1984						
A03166394	JAV			20	SA	Sociedad Anónima	Public Limited Company		AVDA	DEL PORTET	S/N		03725	TEULADA	ALICANTE	965744301		0.141017450	38.687931000	7		4101	Construction of residential buildings	4101	Construction of residential buildings				02	We have confirmed that this firm is active, but it has not provided us with information.	06DEC2006							1998	01SEP1999	16-10-1984						
A03180973	DENIAUTO			20	SA	Sociedad Anónima	Public Limited Company		CALLE	ABU ZEYAN	4	BJ	03700	DENIA	ALICANTE			0.099534000	38.839642400	5		9531	Repair and maintenance of motor vehicles					Compraventa Y Reparacion De Automoviles										2024	03JUN2025	01-01-1985						
A03182383	AQUATOYS EXPORTACION			20	SA	Sociedad Anónima	Public Limited Company		PTDA	CANASTEL - C 137	S/N		03690	SAN VICENTE DEL RASPEIG	ALICANTE	965668833					3	6820	Renting of real estate for own account	6831	Brokerage services for real estate activities			A) Todas Las Actividades Relacionadas Con La Exportacion E Importacion De Articulos De Cancho. B) Igualmente La Sociedad Podra Dedicarse A La Promocion Y Construccion De Todo Tipo De In Muebles. Y C) Asi Como Las Actividades Relacionadas Con La Agriculture, Ganaderia Y Caza.	02	We have confirmed that this firm is active, but it has not provided us with information.	23MAY2011							2024	10OCT2025	08-01-1988						
A03182557	EURORESIDENCIAS			20	SA	Sociedad Anónima	Public Limited Company		CALLE	MARQUES DE CAMPO	36	BJ	03700	DENIA	ALICANTE	965780858		0.108991300	38.840387800	1		6812	Real estate development	4101	Construction of residential buildings			La Construccion De Apartamentos, Chalets, Bungalows O Cualquier Otro Tipo De Vivienda Y De Las Instalaciones Complementarias Anejas A Dichas Construcciones, Tales Como Garajes, Piscinas, Campos Deportivos, Parques, Etc, Asi Como Las Operaciones Con Ello Relacionadas Como Adquisicion De Terrenos Y Urbanizacion Y Parcelacion De Los Mismos, Bien Por Encargo De Terceros O Bien Para La Venta De Las Parcelas, Construcciones E Instalaciones Referidas, A Las Personas Interesadas En Ellas.	02	We have confirmed that this firm is active, but it has not provided us with information.	12NOV2006							2024	14AUG2025	02-10-1985						
A03199056	FERRETERIA AGULLO			20	SA	Sociedad Anónima	Public Limited Company	AGULLO ELECTRODOMESTICOS	CALLE	ANGEL	2	AC	03203	ELCHE	ALICANTE	965458550		-0.698870500	38.262568900	1		4752	Retail trade of hardware, construction materials, paints and glass	4752	Retail trade of hardware, construction materials, paints and glass	4754	Retail trade of household appliances	La Compraventa De Toda Clase De Articulos De Ferreteria, Electrodomesticos, Regalos Y Cualesquiera Otros Que Tuvieran Relacion Directa O Indirecta Con Esta Actividad.- La Compraventa, Arrendamiento Y Explotacion De Bienes Inmuebles, Sean Rusticos O Urbanos Asi Como Cualesquiera Otros Bienes Muebles.	03	We have obtained information from this firm, but according to the firm, the company is not operational.	07JAN2021							2023	27JAN2025	01-01-1985						
A03287448	ANDRES ARAMENDIA			20	SA	Sociedad Anónima	Public Limited Company		AVDA	EUSEBIO SEMPERE	18	BAJO	03003	ALICANTE	ALICANTE	965929193		-0.492720850	38.339993400	5		6820	Renting of real estate for own account	0161	Agricultural support activities	6820	Renting of real estate for own account	A. La Mera Tenencia Y Posesion De Bienes Muebles E Inmuebles Y Su Explotacion, B. Promocion Y Construccion Para Si O Por Cuenta Ajena De Inmuebles Y Operacionescon Ellos Relacionadas O Adquisicion De Terrenos, Urbanizacion Y Parcelacion, Uso Y Arrendamiento, Asi Como La Venta De Los Mismos O De Los. G. Produccion Y Comercializacion Nacional E Internacional De Productos Agricolas, Ganaderos, De Alimentacion Y Bebidas. H. Desarrollo Y Explotacion De Actividades Turisticas, De Enologia -Enoturismo-, De Hosteleria Y Restauracion. I. Desarrollo Y Explotacion De Actividades De Formacion Y Capacitacio.	02	We have confirmed that this firm is active, but it has not provided us with information.	09APR2015							2024	31OCT2025	07-07-1987						
A03307501	PASMU			20	SA	Sociedad Anónima	Public Limited Company		AVDA	DOCTOR GADEA	1		03003	ALICANTE	ALICANTE			-0.487827600	38.341047700	1		6812	Real estate development					Actividades Inmobiliarias.										2024	24JUL2025	01-01-1987						
A03319019	PROMOCIONES ALSABA			20	SA	Sociedad Anónima	Public Limited Company		CALLE	DOCTOR PEREZ MATEO	5	ESC 4 6º A	03550	SANT JOAN D ALACANT	ALICANTE	965656850		-0.436072700	38.394674800	1		6812	Real estate development															2024	29APR2026	17-02-1988						
A03324035	VIAJES OLIMPIA BENIDORM			20	SA	Sociedad Anónima	Public Limited Company		CALLE	CUENCA	14	EDIFICIO EL HORREO	03503	BENIDORM	ALICANTE	625378848	https://www.viajesolympia.com					7911	Travel agency activities	7911	Travel agency activities	7912	Tour operator activities	Las Actividades De Las Agencias De Viajes Minoristas, Sujeto A Las Normas Reguladoras De Las Agencias De Viajes	03	We have obtained information from this firm, but according to the firm, the company is not operational.	18OCT2016							2024	29AUG2025	09-03-1988						
A03344538	CAYRUSA			20	SA	Sociedad Anónima	Public Limited Company		EDIFICIO	COSTA BLANCA	S/N	TORRE 1	03502	BENIDORM	ALICANTE			-0.128571900	38.546726400	15		6820	Renting of real estate for own account															2024	08OCT2025	01-01-1988						
A03349768	URBANA INDUSTRIAL			20	SA	Sociedad Anónima	Public Limited Company		PASEO	MARITIMO	S/N	EDF PARAISO MAR APTO 12 C	03710	CALPE	ALICANTE	965730678		0.051274587	38.647378736	22		5520	Tourist and other short-stay accommodations	6831	Brokerage services for real estate activities				02	We have confirmed that this firm is active, but it has not provided us with information.	12NOV2006							2024	01APR2026	01-01-1988						
A03359155	VENTOLERA			20	SA	Sociedad Anónima	Public Limited Company																															1995	01DEC1996	20-07-1989						
A03404324	TERRACALPE			20	SA	Sociedad Anónima	Public Limited Company		AVDA	PAIS VALENCIA	210		03720	BENISSA	ALICANTE	965874408		0.045542050	38.713221850	5		6812	Real estate development															2024	23OCT2025	01-01-1989						
A03408325	PROMOCIONES EL SAUCE			20	SA	Sociedad Anónima	Public Limited Company		CTRA	MURCIA-ALICANTE	S/N	KM 53	03205	ELCHE	ALICANTE	966662260		-0.663208127	38.254621747	23	4	6820	Renting of real estate for own account	6820	Renting of real estate for own account	6812	Real estate development	Actividades Inmobiliarias.	02	We have confirmed that this firm is active, but it has not provided us with information.	06DEC2006							2024	24SEP2025	31-10-1988						
A03415817	TOMAS BERNA HERMANOS			20	SA	Sociedad Anónima	Public Limited Company		CALLE	CALDERON DE LA BARCA 17	S/N		03004	ALICANTE	ALICANTE			-0.485914300	38.349674000	4		6831	Brokerage services for real estate activities					El Arrendamiento De Inmuebles.	02	We have confirmed that this firm is active, but it has not provided us with information.	23MAY2011							2018	09OCT2019	01-01-1985						
A03417524	MI GARAJE			20	SA	Sociedad Anónima	Public Limited Company		CALLE	CALDERON	1	ENTRLO G	03700	DENIA	ALICANTE	966421062		0.110880000	38.840693900	1		6832	Other real estate activities on behalf of third parties	7020	Other business management consulting activities	1812	Other printing and graphic arts activities	La Adquisicion, Promocion, Administracion Y Venta De Fincas Urbanas O Industriales, En Suelo Rustico O Urbano Y Su Explotacion En Forma Directa O De Arriendo.	02	We have confirmed that this firm is active, but it has not provided us with information.	12NOV2006							2024	22SEP2025	01-01-1989						
A03442506	VEREMAR			20	SA	Sociedad Anónima	Public Limited Company		CALLE	CL RUZAFA 8	S/N		03500	BENIDORM	ALICANTE	965865125		-0.129763800	38.538452300	1		6820	Renting of real estate for own account					La Construccion Y Promocion Inmobiliaria , La Explotacion, Gestion Y Administracion De Inmuebles, La Compraventa De Inmuebles Y De Valores Mobiliarios Y El Desarrollo De Actividades Agricolas	01	We have confirmed that this firm is active.	24MAR2017							2022	10NOV2023	12-04-1989						
A03453081	LOECON			20	SA	Sociedad Anónima	Public Limited Company		CALLE	HERRERIA	20		03580	ALFAS DEL PI (L)	ALICANTE	965493743						7732	Rental of construction and civil engineering machinery and equipment					A. El Servicio De Consulta, Compraventa De Propiedades, Y Tomariparte En Otras Sociedades Y Actividades De Compraventa De Elementos De Construccion. Al Igual Que Parcelar Y Constrait En Las Mismas. Las Actividades Enumeradas Podran Tambien Ser Desarrolladas Por La Sociedad, Total O Parcialmente. De.										2024	20OCT2025	01-01-1989						
A03454345	GINGA RUPER			20	SA	Sociedad Anónima	Public Limited Company		CALLE	PINTOR VICTORIA	1	PISO 1º PUERTA ª	03700	DENIA	ALICANTE			0.109378600	38.841764800	1		6820	Renting of real estate for own account															2024	28NOV2025	01-01-1989						
A03460201	BABOULET			20	SA	Sociedad Anónima	Public Limited Company		CALLE	MUNTANER	293	295	08021	BARCELONA	BARCELONA			2.146259400	41.396361300	1		8299	Other business support activities n.e.c.															2024	29AUG2025	11-09-1989						
A03468246	FAJOMAPER			20	SA	Sociedad Anónima	Public Limited Company		PASEO	ROSALES	42	4º B	30500	MOLINA DE SEGURA	MURCIA			-1.213365000	38.053071700	1		6812	Real estate development															2024	10OCT2025	12-09-1996						
A03477114	MIJER			20	SA	Sociedad Anónima	Public Limited Company		CALLE	BARRERA	10		03410	BIAR	ALICANTE	965812103		-0.765422400	38.629198900	1		3240	Manufacture of games and toys					Actividades Inmobiliarias. Fabricacion De Juegos Y Articulos De Puericultura.										2016	12APR2018	29-12-1989						
A03497070	FRAU CENTER			20	SA	Sociedad Anónima	Public Limited Company		CALLE	CALDERON	1		03700	DENIA	ALICANTE	965789680		0.110880000	38.840693900	1		6811	Sale and purchase of real estate for own account															2024	31DEC2025	25-05-1990						
A0362218J	GIL FEU SA			36	Sucursal en España	Sucursal en España	Branch in Spain		LUGAR	CORTIJO NATIVIDAD, CARRETERA SANTA ANA	3	KM	30520	JUMILLA	MURCIA			-1.403963200	38.394496200	22		4684	Wholesale trade of hardware, plumbing and heating supplies and equipment					Venta Y Servicio De Mantenimiento De Material Contra Incendios.												04-12-1992						
A03712197	CULTURAL JUVENIL			20	SA	Sociedad Anónima	Public Limited Company		AVDA	SALAMANCA	7	7 A	03005	ALICANTE	ALICANTE			-0.494767300	38.345968900	1		6812	Real estate development					Promocion De Actividades Culturales.										2018	20MAY2020	01-08-1991						
A03843992	ATROPOS ESPAÑA			20	SA	Sociedad Anónima	Public Limited Company		CALLE	PEDRO DE VALDIVIA	31		28006	MADRID	MADRID	914112823		-3.679816100	40.438874900	1		5510	Hotels and similar accommodations	5510	Hotels and similar accommodations			Actividades Inmobiliarias Y Hosteleria.										2024	09FEB2026	11-03-1993						
A04004438	FUENTE ALHAMILLA			20	SA	Sociedad Anónima	Public Limited Company		CALLE	BALNEARIO DE SIERRA ALHAMILLA	S/N		04250	PECHINA	ALMERIA			-2.440466579	36.919588198	22		5611	Restaurants					Urbanizacion, Cosntruccion, Compra Venta Y Arrendamiento De Ienes Inmuebles, Bares Y Blanearios. Financiacion Y Promocion De Proyectos Inmobiliarios. Envasado, Distribucion Y Venta De Agua.										2022	18SEP2023	01-01-1976						
A04005302	FRUTERA INTERNACIONAL			20	SA	Sociedad Anónima	Public Limited Company		CTRA	N - 340 0	S/N		04410	BENAHADUX	ALMERIA	950310015		-2.464475302	36.918317458	22		4631	Wholesale trade of fruits and vegetables	4631	Wholesale trade of fruits and vegetables	4617	Activities of wholesale trade intermediaries of food, beverages and tobacco products	El Arrendamiento De Naves Industriales, Solares Y Todo Tipo De Fincas Urbanas. Cnae 6820.	02	We have confirmed that this firm is active, but it has not provided us with information.	23MAY2011							2024	27MAR2025	01-01-1975						
A04011243	SALINAS Y GARCIA			20	SA	Sociedad Anónima	Public Limited Company		POLIG	CIA VIEJA BETICA	S/N		04700	EJIDO (EL)	ALMERIA	950583232	http://www.salinasygarcia.com	-2.810645471	36.786740834	22		4711	Non-specialized retail trade with predominance of food, beverages and tobacco products	2015	Manufacture of fertilizers and nitrogen compounds	4778	Retail trade of other new products		04	It has not been possible to locate this firm with the contact details we have, and we have no information indicating that it is operating elsewhere.	19APR2015							2015	19SEP2016	01-01-1979						
A04015129	MARMOLES CARRILLO			20	SA	Sociedad Anónima	Public Limited Company		CALLE	LA REINA	81	BAJO DERECHA	04867	MACAEL	ALMERIA			-2.304510000	37.327604100	1		0811	Quarrying of ornamental stone, limestone, gypsum, slate and other stones															2025	19JUN2026	03-12-1980						
A04021168	AEROCARS			20	SA	Sociedad Anónima	Public Limited Company		CALLE	CARTAGENA	1		04007	ALMERIA	ALMERIA			-2.454929900	36.829397300	1		6820	Renting of real estate for own account															2024	03NOV2025	01-01-1982						
